CH		WOOD															STONE															POTION															BOOK														WOOD2 (Board)																SOUL CRYSTAL															BONES2															WAX														POTION2															MUSHROOM														BOOK2															SOUL CRYSTAL2															WAX2															MUSHROOM2													
		LVL	MULT	Wood	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration	Rang up multiplier		Level	Multiplier	Stone	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration	Rang up multiplier		LVL	MULT	Potion	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration	Rang up multiplier		LVL	MULT	Book	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration		LVL	MULT	Board	Board	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration			LVL	MULT	SoulCrystal	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration	Rang up multiplier		LVL	MULT	BonesBlock	BonesBlock	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration		LVL	MULT	Wax	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration		LVL	MULT	Potion2	Potion2	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration		LVL	MULT	Mushroom	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration		LVL	MULT	MagicScrolls	MagicScrolls	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration		LVL	MULT	SoulCrystal2	SoulCrystal2	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration		LVL	MULT	EvilHoney	EvilHoney	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration		LVL	MULT	Mushroom2	Mushroom2	TycoonPrice	.Currency	MergePrice	.Currency	PROD x3 workers	Cycles	Sec	MIN	WITH MAX MULTIPLIER (x2 * x2)	Usage duration
5		132	1	12101654	86431	Potion	75	A	36 304 962	1	5	0					102	1	443974	9305	Book	75	A	1331923	1	7	0		1.15			72	1	16731	9305	Book	75	A	50194	1	0	0		1.15			42	1	631	5291	Book	75	A	1892	4	28	0																																																																																																																																																							
5		133	1	13190803	96802	Potion	75	A	39 572 409	1	5	0					103	1	483932	10701	Book	75	A	1451796	1	7	0		1.15			73	1	18237	10701	Book	75	A	54712	1	0	0		1.15			43	1	687	6349	Book	75	A	2062	4	28	0																																																																																																																																																							
5		134	1	14377975	108419	Potion	75	A	43 133 926	1	5	0					104	1	527486	12306	Book	75	A	1582457	1	7	0		1.15			74	1	19879	12306	Book	75	A	59636	1	0	0		1.15			44	1	749	7619	Book	75	A	2247	5	35	1																																																																																																																																																							
5		135	1	15671993	121429	Potion	75	A	47 015 979	1	5	0					105	1	574960	14151	Book	75	A	1724879	1	7	0		1.15			75	1	21668	14151	Book	75	A	65003	1	0	0		1.15			45	1	817	9143	Book	75	A	2450	5	35	1																																																																																																																																																							
5		136	1	17082472	136001	Potion	75	A	51 247 417	1	5	0					106	1	626706	16274	Book	75	A	1880118	1	7	0		1.15			76	1	23618	16274	Book	75	A	70853	1	0	0		1.15			46	1	890	10972	Book	75	A	2670	5	35	1																																																																																																																																																							
5		137	1	18619895	152321	Potion	75	A	55 859 685	1	5	0					107	1	683109	18715	Book	75	A	2049328	1	7	0		1.15			77	1	25743	18715	Book	75	A	77230	1	0	0		1.15			47	1	970	13166	Book	75	A	2910	6	42	1																																																																																																																																																							
5		138	1	20295686	170599	Potion	75	A	60 887 057	1	5	0					108	1	744589	21523	Book	75	A	2233768	1	7	0		1.15			78	1	28060	21523	Book	75	A	84181	1	0	0		1.15			48	1	1057	15799	Book	75	A	3172	6	42	1																																																																																																																																																							
5		139	1	22122297	191071	Potion	75	A	66 366 892	1	5	0					109	1	811602	24751	Book	75	A	2434807	1	7	0		1.15			79	1	30586	24751	Book	75	A	91757	1	0	0		1.15			49	1	1153	18959	Book	75	A	3458	7	49	1																																																																																																																																																							
5		140	1	24113304	213999	Potion	75	A	72 339 912	1	5	0					110	1	884647	28464	Book	75	A	2653940	1	7	0		1.15			80	1	33338	28464	Book	75	A	100015	1	0	0		1.15			50	1	1256	22751	Book	75	A	3769	8	56	1																																																																																																																																																							
6		141	2	52567003	150000	Book	75	A	157 701 008	1	5	0					111	2	1928529	32733	Book	75	A	5785588	1	7	0		1.15			81	2	72678	32733	Book	75	A	218033	1	0	0		1.15			51	2	2739	27301	Book	75	A	8217	4	28	0																																																																																																																																																							
6		142	1	57298033	168000	Book	75	A	171 894 099	1	5	0					112	1	2102097	37643	Book	75	A	6306291	1	7	0		1.15			82	1	79219	37643	Book	75	A	237656	1	0	0		1.15			52	1	2985	32762	Book	75	A	8956	5	35	1																																																																																																																																																							
6		143	1	62454856	188160	Book	75	A	187 364 568	1	5	0					113	1	2291286	43289	Book	75	A	6873857	1	7	0		1.15			83	1	86348	43289	Book	75	A	259045	1	0	0		1.15			53	1	3254	39314	Book	75	A	9762	5	35	1																																																																																																																																																							
6		144	1	68075793	210739	Book	75	A	204 227 379	1	5	0					114	1	2497502	49783	Book	75	A	7492505	1	7	0		1.15			84	1	94120	49783	Book	75	A	282359	1	0	0		1.15			54	1	3547	47177	Book	75	A	10641	6	42	1																																																																																																																																																							
6		145	1	74202614	236028	Book	75	A	222 607 843	1	5	0					115	1	2722277	57250	Book	75	A	8166830	1	7	0		1.15			85	1	102591	57250	Book	75	A	307772	1	0	0		1.15			55	1	3866	56612	Book	75	A	11599	6	42	1																																																																																																																																																							
6		146	1	80880850	264351	Book	75	A	242 642 549	1	5	0					116	1	2967282	65838	Book	75	A	8901845	1	7	0		1.15			86	1	111824	65838	Book	75	A	335471	1	0	0		1.15			56	1	4214	67934	Book	75	A	12642	7	49	1																																																																																																																																																							
6		147	1	88160126	296073	Book	75	A	264 480 378	1	5	0					117	1	3234337	75714	Book	75	A	9703011	1	7	0		1.15			87	1	121888	75714	Book	75	A	365663	1	0	0		1.15			57	1	4593	81521	Book	75	A	13780	8	56	1																																																																																																																																																							
6		148	1	96094537	331602	Book	75	A	288 283 612	1	5	0					118	1	3525427	87071	Book	75	A	10576282	1	7	0		1.15			88	1	132858	87071	Book	75	A	398573	1	0	0		1.15			58	1	5007	97826	Book	75	A	15020	8	56	1																																																																																																																																																							
6		149	1	104743046	371394	Book	75	A	314 229 137	1	5	0					119	1	3842716	100131	Book	75	A	11528147	1	7	0		1.15			89	1	144815	100131	Book	75	A	434445	1	0	0		1.15			59	1	5457	117391	Book	75	A	16372	9	63	1																																																																																																																																																							
